"additionalInfo","object_uri","title","imageUrl","artist_uri","dimensions","technique_uri","technique","ethnicity_uri","enthnicity","artist_appellation_uri","artist","provenance"
"Triptych portrait of African American womans face; middle piece.","","Faces Set #9: Drawing 2, The Negative","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesCenter%2Ejpg","","27.5"" H x 23.5"" W","","pen & ink on paper","","African American","","Charles Gaines","Gift of Gary and Tracy Mezzatesta"
"Triptych portrait of African American womans face; right-side piece.","","Faces Set #9: Drawing 3, The Composite","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesRight%2Ejpg","","27.5"" H x 23.5"" W","","pen & ink on paper","","African American","","Charles Gaines","Gift of Gary and Tracy Mezzatesta"
"Three photographs mounted on board; top left pictures two people at beach scene hunched over fallen individual; top right portrait of young White male; bottom pictures Ursa Major (The Big Dipper) in evening sky.","","Night Crimes: Ursa Major II","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FNightCrimes%2Ejpg","","41.25"" H x 26"" W","","Gelatin silver prints and ink mounted on board","","African American","","Charles Gaines","Gift of Gary and Tracy Mezzatesta"
"Collection of (24) letters and clippings pertaining to invention of the ""Creep jack"". This device invented by Mr. Robertson, was designed to move up to five rail cars on sliding without the need for a locomotive. The letters are written to a Mr. Robert H. Diggory of Wilkes Barre, PA who agreed to help with the invention for half interest in the patent.","","Letters and sketches pertaining to the invention of the ""Creep Jack""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CCreep+Jack%2Ebmp","","varies","","ink on paper","","African American","","Charles Robertson","Museum purchase"
"Bas relief sculpture depicting lamenting after a lynching.","","Lament (the Victim of Lynching - the Lament and the Protest)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLament%2Ejpg","","37.5"" H x 30"" W x 0.75"" D","","African mahogany","","African mahogany","","Charles Schlein","Gift of Charles and Geraldine Schlein"
"Miles Davis shown performing in profile.","","Miles Davis","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilesDavis%5FSlaughter%2Ejpg","","14"" H x 11"" W","","Gelatin silver print","","African American","","Charles W. Slaughter","Gift of C.W. Slaughter"
"oil on canvas","","Freedom Now","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CFreedom%2Ejpg","","40.5"" H x 50.25"" W","","Oil on canvas","","African American","","Charles Wilbert White","Gift of the Director Arts Circle"
"Signed and dated (1963) lower right. A solitary male figure stands on top of a heap of lumber. There was a forger of Charles White's work and the figure is under scrutiny by certain experts that it may not be White's. Possibly the study for ""Birminham Totem"", 1964 in the Collection of the High Museum of Art.","","Untitled (Study for a Sculpture)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CStudy%2Ejpg","","28"" H x 21"" W x 1"" D","","Pen and ink drawing","","African American","","Charles Wilbert White","Gift of Dr. and Mrs. Leon O. Banks"
"Profile of Mayor Tom Bradley (1917 - 1998)","","Mayor Thomas Bradley","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CBradWhite%2Ejpg","","30"" H x 22"" W","","lithograph on paper","","African American","","Charles Wilbert White","Gift of Dorothy Geller"
"Stylized portrait of bearded man.","","Untitled (Man with Beard)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CWhite%5FUntitled%2Ejpg","","18.75"" x 15.5""","","Woodcut","","African American","","Charles Wilbert White","Gift of the Arts Council"
"Male and female workers in a field picking pecans.","","Pecan Pickers","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPecan+Pickers%2Ejpg","","21½"" x 27½""","","Oil on panel","","African American","","Clementine Hunter","Gift of Thomas N. Whitehead in memory of Ora G. Williams"
"(32) page British passport issued to Kenneth Renard at the Government House in the City of Port-of-Spain, in the island of Trinidad; documenting his arrival to the United States of America.","","British Passport of Kenneth F. Renwick (Ken Renard)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardPP%2Ejpg","","6"" H x 4.25"" W x  0.375"" D","","Cardboard and paper","","Colonial British","","Colonial Secretary's Office","Gift of Vertenis Shephard"
"Candid shot of Leonard de Paur conducting the de Paur Infantry Chorus.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5CdePaur%5CDePaur%5Fpublicityshot+copy%2Ejpg","","8"" H x 10"" W","","Gelatin silver print","","African American","","Columbia Artists Management, Inc.","Gift of Edward T. Garcia"
"Program for concert at Webster Hall, Dartmouth College featuring Songs by Contemporary Composers, Folk Songs from Latin America, Songs from World War II, Negro Spirituals and Work Songs, and Songs of Faith.","","Dartmouth College Concert Series presents: de Paur's Infantry Chorus","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5CdePaur%5CDePaur%5FDartmouthCollege+copy%2Ejpg","","11"" H x 7.75"" W","","printed paper","","African American","","Columbia Concerts, Inc.","Gift of Edward T. Garcia"
"movie poster, blue background, with Cuba Gooding Jr. Movie by John Singleton.","","Boyz 'n the Hood","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CBoyz+N+Hood%2Ejpg","","44"" x 29""","","Photo-mechanical reproduction","","African American","","Columbia Pictures","unknown"
"movie poster, with Sydney Poitier, Spencer Tracie and Katherine Hepburn. Edition# 67/304; Stanely Kramer, Director","","Guess Who's Coming To Dinner","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CWho%5FDinner%2Ebmp","","43"" x 28.5""","","Photo-mechanical reproduction","","African American","","Columbia Pictures Corp.","Museum purchase"
"Carbon-copy of a memorandum concerning artistic layout of an advertisement featuring the King Cole Trio.","","Batten, Barton, Durstine & Osborn memorandum","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CMemo%2Ejpg","","6.75"" H x 7.25"" W","","carbon and paper","","American","","D. J. Donnelly","Gift of David Rose"
"classical style, slit eyes, brown patina, squared holes good for attachments, good age","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5C1028%2EBMP","","8¾"" x 4¾"" x 2½""","","Wood","","Dan","","Dan of Côte dIvoire","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Southern style mask, idealized features, stylized slit eyes, vertical scarification marks on forehead, accentuated teeth, incised grooves bordering mask representative of tribal tattooing. Material hiding eyes.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CA124%2EBMP","","8"" x 4½"" x 1½""","","wood, felt, black surface treatment","","Dan","","Dan of Liberia","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"A doll's head, from a child doll, with paint dripping from it appears in the center of the canvas. It's as if the head were severed from the child's body and blood is dripping from it. The canvas at first glance looks solidly black but on closer examination stars, like the stars on the American flag, appear throughout.","","Dolless Hour","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CDolless+Hour%2Ejpg","","20"" H x 18.5"" W x 1.5"" D","","Mixed media construction on canvas","","African American","","Daniel LaRue Johnson","Gift of Dorothy and David Levinson"
"A mousetrap, old radio tubes, a large bolt and a matchbox are placed at the center of an all black canvas.","","""M"" Series","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CM+series%2Ejpg","","14.75"" H x 14.75"" W x 1.5"" D","","Mixed media construction on canvas","","African American","","Daniel LaRue Johnson","Gift of Dorothy and David Levinson"
"A pair of child's hands reach out from inside of the box towards the viewers. The hands are located in the center of one side of the box.","","Overview","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5COverview%2EJPG","","9.5"" H x 11"" W x 4.5"" D","","Wood and mixed media","","African American","","Daniel LaRue Johnson","Gift of Dorothy and David Levinson"
"Black box with circular hole cut in center showing plastic doll's hand and mouse trap inside.","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CUntitled%2Ejpg","","8.25"" H x 6.75"" W x 3.375"" D","","Painted wood and mixed media","","African American","","Daniel LaRue Johnson","Gift of Allison Banks Herbert"
"Silkscreen depicting nine vertical slats with Black doll's head in center. Colors appear to be muted. This print was created from a photograph by the artist of his box. The original sculpture was sold to Lena Horne.","","Right There","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CRight+There%2Ejpg","","22.5"" H x 22.25"" W","","Serigraph on laminate board","","African American","","Daniel LaRue Johnson","Gift of Dr. and Mrs. Leon O. Banks"
"Blue, green red, and orange vertical lines running from top to bottom in varying widths on navy blue background on one side and on black background on the other.","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLaRue+Johnson%5CLarue%5FUntitledblue%2Ejpg","","84 H x 16 W x 7 D, platform 1 x 20 x 9.5","","Acrylic on wood, mounted on marble platform","","African American","","Daniel LaRue Johnson","Gift of Robert and Tess Wachs"
"Signed and dated (1957) lower right. Numbered and inscribed , ""Para Sonya y Eduardo Lypsett antiguos amigos de mi...Con profunda solidaridad de D. A. Siqueiros"". This is a two-in-one portrait of a girl. Shown frontal and profile simultaneously.","","The Profile","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CPROFILE%2EJPG","","36"" H x 29"" W","","Lithograph","","Mexican","","David Alfaro Siqueiros","Gift of Dr. and Mrs. Leon O. Banks"
"Black, white and gray Artist Proof lithograph of abstract figures.","","Spirits Watching","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSpirits%5FWatching%2Ejpg","","28"" H  x 36.5"" W x 1.5"" D","","Lithograph","","African American","","David Clyde Driskell","Gift of Thelma Driskell"
"Body ink print of boy with face against the glass portion of door designated as ""Admissions Office"".","","The Door (Admissions Office)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHammons%5CDoor%2Ejpg","","79"" H x 48"" W x 15"" D","","Wood, acrylic sheet and pigment construction","","African American","","David Hammons","Collection of the California Afro-American Museum Foundation"
"Wooden closet structure with iron skillets hung with wire coat hangers.","","Skillets in the Closet","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHammons%5CSkillets%5CSkillets%2Ejpg","","88"" x 24"" x 18""","","mixed media sculpture","","African American","","David Hammons","CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department"
"Layout drawing featuring the King Cole Trio, Ella Mae Morse, Martha Tilton, Bobby Sherwood and Jerry Colonna in an advertisement for Capitol Records, Inc.","","Layout drawing for a Capitol Records, Inc. advertisement","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CDRose%2Ejpg","","15½"" H x 10¾"" W","","pencil on paper","","Anglo-American","","David Rose","Gift of David Rose"
"Program listing performances; First Set: Sonny Stitt Quartet; Second Set: Lambert, Hendricks and Ross; Third Set: Lenny Bruce; Fourth Set: Terry Gibbs Quartet; Finale: Billy Eckstine. Cover and back illustrations by noted American painter David Stone Martin (1913-1992).","","Irving Ganz' Presents ""Jazz à la Carte""","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMusic%5Fprograms%5CGranz%5FJazz%2Ejpg","","12 H x 9 W","","Ink on paper program","","African American","","David Stone Martin, illustrator","Gift of Tony and Gloria Mendoza"
"Decorative shadow box-like wall sculpture. The inside of this painted wood box is decorated with suspended fish-like elements and water pipes. The front of the box is covered with Plexiglas, the surface of which is decorated with lily pad elements, both in front and behind, as well as decorative surface painting in greenish swirls. The top surface of the box decorated with two upright elements painted with colorful acrylic washes, primarily in green with red, purple, orange and blue accents.","","A Day in the Park #4","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CCrumpler%5FDayPark4%2Ejpg","","46 x 52 x 8¾""","","Wood, plastic, Masonite, brass, Plexiglas, acrylic paint","","African American","","Dewey Crumpler","California Afro-American Museum Foundation purchase"
"Garment stained with organic materials with several pouches sewn to the exterior.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CShapazian%5CHunters%5Ftunic%2Ejpg","","32.5"" H x 40.5"" W x 2"" D","","Dyed cotton fabric, leather packets and fetishes","","Bamana","","Dogon people of Mali","Gift of Robert Shapazian"
"Ceremonial object representing the hunter with his whisk.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CShapazian%5CBamana%5Ffetish%2Ejpg","","9"" H x 8"" W x 4"" D","","Hand-fashioned scrap iron, burlap, animal hair, organic matter and cowry shells","","Bamana","","Dogon people of Mali","Gift of Robert Shapazian"
"Ceremonial object with leather handle adorned with cowry shells and whisk made of animal hair..","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CShapazian%5CRitual%5Fwhisk%2Ejpg","","20"" H x 6"" W x 3"" D","","Animal hair, leather and cowry shells","","Bamana","","Dogon people of Mali","Gift of Robert Shapazian"
"Garment stained with organic materials with several tassels sewn to the exterior.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CShapazian%5CHunters%5FritualCap%2Ejpg","","19"" H x 19"" W x 2"" D","","Dyed cotton fabric with cotton tassels","","Bamana","","Dogon people of Mali","Gift of Robert Shapazian"
"multimedia sculpture","","Reunion","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMoody%5CReunion%2Ebmp","","36"" x 36"" x 7'","","Mixed media, collage and assemblage","","African American","","Dominique Moody","Commissioned by Seagram's Gin as part of its national program ""Perspectives in African American Art"""
"Temple-like sculpture-- an architectural mosaic that creates a visual narrative using broken bits of salvaged church glass and fragments of found shells which embellish the interior and exterior.","","Ancestral Praise House","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMoody%5CPraise+House%2Ejpg","","42.5"" H x 13.5"" W x 72"" D","","Wood, glass, mirrors and found objects","","African American","","Dominique Moody","Museum purchase"
"Moody conceived the obelisk-shaped piece as a symbol of Egyptian culture as well as a reference to the Washington Monument, which served as a setting for Martin Luther King Jr.s ""I Have a Dream"" delivered in 1963.","","In the Flow of Ase","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CInterpretive%5CAse%5FDominiqueMoody%2Edoc","","96"" H x 24"" W x 24"" D","","Wood, salvaged glass, shells, stones, grout, copper, iron, mirrors","","African American","","Dominique Moody","Museum purchase with funds provided by the Ahmanson Foundation"
