"artist_uri","object_uri","title","image_url","birth_date","death_date","made","dim","nationality_URI","nationality","artist_appellation_uri","artist","prov"
"","","Air Land Sea I: Playground,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.159","","","1970","Sheet: 12 1/2 x 11 1/2 in.(31.75 x 29.21 cm.); Image: 10 1/2 x 9 1/2 in. (26.67 x 24.13 cm.)","","American","","William Richard Crutchfield","Norton Simon Museum, Anonymous Gift, 1972"
"","","Air Land Sea Alphabet,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.164","","","1970","Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: (24.77 x 20.32 cm.)","","American","","William Richard Crutchfield","Norton Simon Museum, Anonymous Gift, 1972"
"","","Plant Form,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.147","","","1920s (printed 1971)","Image: 9-3/8 x 7-3/8 in. (23.8 x 18.7 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Magnolia Bud,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.148","","","c. 1925 (printed 1971)","Image: 9-3/8 x 7-1/2 in. (23.8 x 19.1 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Warning,","","","","1970","Image: 8 x 7-5/8 in. (20.3 x 19.4 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist"
"","","Magnolia Blossom,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.140","","","1925 (printed 1971)","Image: 8-3/4 x 11 in. (22.2 x 27.9 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Air Land Sea XII: Narrow-Gauge Valley,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.171","","","1970","Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: 8-1/2 x 8 in. (21.59 x 20.32 cm.)","","American","","William Richard Crutchfield","Norton Simon Museum, Anonymous Gift, 1972"
"","","Glacial Lily (False Hellebore),","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.143","","","1927 (printed 1971)","Image: 9-3/8 x 8-1/2 in. (23.8 x 21.6 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Colletia Cruciata,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.144","","","1920s (printed 1971)","Image: 11-3/8 x 8-7/8 in. (28.9 x 22.5 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Calla Leaves,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.150","","","1920s (printed 1971)","Image: 9-1/2 x 7-3/8 in. (24.1 x 18.7 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Calla (Calla Lilly),","","","","c. 1920 (printed 1971)","Image: 10-5/8 x 8-3/4 in. (27.0 x 22.2 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Dancer Looking at the Sole of Her Right Foot,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.34.S","","","1900-10","18-1/4 x 7-1/4 x 11 in. (46.4 x 18.4 x 28.0 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Black Lily,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.146","","","1920s (printed 1971)","Image: 9-1/8 x 7-1/8 in. (23.2 x 18.1 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Black Lily,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.142","","","1920s (printed 1971)","Image: 7-7/8 x 9-1/2 in. (20.0 x 24.1 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Black and White Lilies,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.149","","","1920s (printed 1971)","Image: 9-1/2 x 7-1/8 in. (24.1 x 18.1 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Tamarind-Tanic,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.244","","","1970","Sheet: 30 x 22 in. (76.2 x 55.88 cm.)","","American","","William Richard Crutchfield","Norton Simon Museum, Anonymous Gift, 1972"
"","","Eucalyptus II,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.243","","","1970","Sheet: 20 x 32 in. (50.8 x 81.28 cm.)","","American","","William Richard Crutchfield","Norton Simon Museum, Anonymous Gift, 1972"
"","","Agave,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.145","","","1920s (printed 1971)","Image: 9-7/16 x 7-7/16 in. (24 x 18.9 cm)","","American","","Imogen Cunningham","Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection"
"","","Batmobile,","http://images.nortonsimon.org/viewer/index.php?id=PH.1971.137","","","1968","9-9/16 x 15-3/8 in. (24.3 x 39.1 cm)","","American","","Darryl J. Curran","Norton Simon Museum, Gift of the Artist"
"","","Anna, Pregnant,","http://images.nortonsimon.org/viewer/index.php?id=PH.1969.18","","","1968","Image: 9-3/8 x 7-5/16 in. (23.8 x 18.6 cm)","","American","","Judy Dater","Norton Simon Museum, Gift of the Artist"
"","","Les Bohémiens de Paris,","","","","1840-42","each:  9-1/4 x 7-1/4 in. (23.5 x 18.4 cm)","","French","","Honoré Daumier","Norton Simon Museum, Gift of Mr. Norton Simon"
"","","Dancer Looking at the Sole of Her Right Foot,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.31.S","","","1900-10","18-3/16 x 11-1/4 x 8 in. (47.8 x 28.6 x 20.3 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer in Green,","http://images.nortonsimon.org/viewer/index.php?id=F.1983.18.P","","","c. 1898","25-1/4 x 19-1/4 in. (64.1 x 48.9 cm)","","French","","Edgar Degas","The Norton Simon Foundation"
"","","Dancer Holding Her Right Foot in Her Right Hand,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.29.S","","","1900-10","20-1/2 x 15-13/16 x 6-5/16 (52.1 x 40.1 x 16 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Holding Her Right Foot in Her Right Hand,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.28.S","","","1900-10","21-1/8 x 15-3/16 x 6-15/16 in. ( 53.7 x 38.6 x 17.7 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Fastening the String of Her Tights,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.14.S","","","1885-90","16-7/8 x 6-1/8 x 6-7/16 in. (43.0 x 15.5 x 16.3 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Moving Forward, Arms Raised,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.17.S","","","c.1883-88","13-15/16 x 6-13/16 x 6 in. (35.4 x 17.3 x 15.2 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Bowing,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.25.S","","","c. 1885","8-7/8 x 4-1/2 x 6-1/2 in. (22.5 x 11.4 x 16.5 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer at Rest, Hands on Her Hips, Left Leg Forward,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.20.S","","","c.1878","15-1/16 x 8-3/4 x 4-1/8 in. (38.3 x 22.2 x 10.5 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer at Rest, Hands Behind Her Back, Right Leg Forward,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.23.S","","","1882-95","17-1/2 x 10-1/4 x 5-5/16 in. (44.5 x 25.9 x 13.5 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Bowing,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.24.S","","","1882-95","8-5/8 x 5 x 4-11/16 in. (21.9 x 12.7 x 12.0 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Washing Her Left Leg,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.61.S","","","c.1896","7-15/16 x 7-1/4 x 5-9/16 in. (20.2 x 18.5 x 14.1 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Washing Her Left Leg,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.60.S","","","c.1896","5-3/4 x 5-15/16 x 4-13/16 in. (14.6 x 15.1 x 12.2 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Taken Unawares,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.58.S","","","c.1896","16-1/8 in. (41.0 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Stretching,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.63.S","","","1896-1911","14-5/8 x 6-1/2 x 6 in. (37.1 x 16.5 x 15.2 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Seated in an Arm-Chair Wiping Her Neck,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.55.S","","","1900-12","12-3/4 x 9-1/2 x 12-3/8 in. (32.4 x 24.1 x 31.4 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Seated in an Arm-Chair Wiping Her Left Armpit,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.57.S","","","1896-1911","12-7/8 x 7-5/8 x 13-1/4 in. (32.7 x 19.3 x 33.7 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Moving Forward, Arms Raised, Right Leg Forward,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.18.S","","","1882-95","26 x 12-1/2 x 9-1/16 in. (66.0 x 31.8 x 22.9 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Woman Rubbing Her Back with a Sponge, Torso,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.52.S","","","1896-1911","17-3/8 x 10-5/8 x 7-1/8 in. (44.1 x 27.0 x 18.2 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Fourteen Stations of the Cross,","http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.300","","","1967","Paper: 22 x 15 in (55.9 x 38.1 cm)","","American","","Robert Cremean","Norton Simon Museum, Anonymous Gift, 1969"
"","","Shadow People,","http://images.nortonsimon.org/viewer/index.php?id=PH.1969.84","","","1968","Image: 6-1/8 x 13-3/4 in. (15.6 x 34.9 cm)","","American","","Barbara Crane","Norton Simon Museum, Gift of the Artist"
"","","Eve,","http://images.nortonsimon.org/viewer/index.php?id=M.1991.1.P","","","c. 1530","75 x 27-1/2 in. (190.5 x 69.9 cm)","","German","","Lucas Cranach the Elder","Norton Simon Art Foundation"
"","","Christ and the Twelve Apostles,","","","","1510-15","(12): 12-1/4 x 7-3/8 in. (31.1 x 18.7 cm); (1): 13-1/8 x 7-3/8 in. (33.3 x 18.7 cm)","","German","","Lucas Cranach the Elder","Norton Simon Art Foundation"
"","","Dancers in the Rotunda at the Paris Opera,","http://images.nortonsimon.org/viewer/index.php?id=M.1968.25.P","","","1895","34-7/8 x 37-3/4 in. (88.6 x 95.9 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Shrine Shrine,","http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.158","","","1965","Sheet: 24 x 18 in. (60.96 x 45.72 cm.)","","American","","Steven Cortright","Norton Simon Museum, Anonymous Gift, 1966"
"","","Dancers in Pink,","http://images.nortonsimon.org/viewer/index.php?id=F.1969.05.1.P","","","c. 1886","28-1/2 x 15-1/4 in. (72.4 x 38.7 cm)","","French","","Edgar Degas","The Norton Simon Foundation"
"","","View of Venice: The Piazzetta Seen from the Riva degli Schiavoni,","http://images.nortonsimon.org/viewer/index.php?id=F.1973.27.P","","","1835-1845","18-3/8 x 27 in. (46.7 x 68.6 cm)","","French","","Jean-Baptiste Camille Corot","The Norton Simon Foundation"
"","","The Cicada,","http://images.nortonsimon.org/viewer/index.php?id=M.1975.13.1.P","","","1865-1875","18-1/4 x 14-5/8 in. (46.4 x 37.2 cm)","","French","","Jean-Baptiste Camille Corot","Norton Simon Art Foundation"
"","","Start Thinking,","http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.41","","","1964","sheet: 22-3/8 x 30 in. (56.8 x 76.2 cm)","","American","","William Nelson Copley","Norton Simon Museum, Anonymous Gift, 1965"
"","","Gin Sin,","http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.42","","","1964","sheet: 13 x 17-1/8 in. (33 x 43.5 cm)","","American","","William Nelson Copley","Norton Simon Museum, Anonymous Gift, 1965"
"","","Untitled,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.065","","","1965","Sheet: 20 x 17 1/4 (50.8 x 43.82 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","New Mexico No. 3,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.242","","","1970","Sheet: 24 x 36 in. (60.96 x 91.44 cm)","","English","","Bernard Cohen","Norton Simon Museum, Anonymous Gift, 1972"
"","","New Mexico No. 2,","http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.241","","","1970","Sheet: 24 x 36 in. (60.96 x 91.44 cm)","","English","","Bernard Cohen","Norton Simon Museum, Anonymous Gift, 1972"
"","","Thumb Print,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.076","","","1965","Sheet: 41 x 29 in. (104.14 x 73.66 cm.); 1 1/4 x 1 1/4 in. (3.18 x 3.18 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","This Space Reserved for June Wayne,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.073","","","1965","Shhet: 7 1/2 x 17 1/2 in. (19.05 x 44.45 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","Sunset Strip,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.071","","","1965","Sheet: 14-1/2 x 19-1/2 in. (36.83 x 49.53 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","Fourteen Stations of the Cross,","http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.301","","","1967","Paper: 22 x 15 in (55.9 x 38.1 cm)","","American","","Robert Cremean","Norton Simon Museum, Anonymous Gift, 1969"
"","","Rain,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.067","","","1965","Sheet: 26 x 22 1/2 in. (66.04 x 57.15 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","HOMAGE TO MINNIE MOUSE,","http://images.nortonsimon.org/viewer/index.php?id=P.1963.36.09","","","1959, 1999","56 x 40-3/4 x 6-1/2 in. (142.2 x 103.5 x 16.5 cm)","","American","","Bruce Conner","Norton Simon Museum, Museum Purchase"
"","","Green Line,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.069","","","1965","Sheet: 14 3/4 x 23 1/2 in. (37.47 x 59.69 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","Dancers in the Wings,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.06.P","","","c. 1876-1878","27-1/4 x 19-3/4 in. (69.2 x 50.2 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","COUCH,","http://images.nortonsimon.org/viewer/index.php?id=P.1969.005","","","1963","32 x 70-3/4 x 27 in. (81.3 x 179.7 x 68.6 cm)","","American","","Bruce Conner","Norton Simon Museum, Museum Purchase with funds donated by Mr. David H. Steinmetz III and an Anonymous Foundation"
"","","Cancellation,","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.074","","","1965","Sheet: 21 1/2 x 32 in. (54.61 x 81.28 cm.)","","American","","Bruce Conner","Norton Simon Museum, Anonymous Gift, 1967"
"","","Blue Pussy Cat,","http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.43","","","1964","sheet: 19 x 13-3/4 in. (48.3 x 34.9 cm)","","American","","William Nelson Copley","Norton Simon Museum, Anonymous Gift, 1965"
"","","Thatched Cottage in Normandy,","http://images.nortonsimon.org/viewer/index.php?id=M.2002.01.P","","","c. 1872","17-3/4 x 24-1/16 in. (45.1 x 61.2 cm)","","French","","Jean-Baptiste Camille Corot","Norton Simon Art Foundation, Gift of Jennifer Jones Simon"
"","","Site in Italy,","http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.2.P","","","1839","21-1/4 x 32 in. (54 x 81.3 cm)","","French","","Jean-Baptiste Camille Corot","The Norton Simon Foundation, Gift of Donald Ellis Simon"
"","","Site in Italy,","http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.2.P","","","1839","21-1/4 x 32 in. (54 x 81.3 cm)","","French","","Jean-Baptiste Camille Corot","The Norton Simon Foundation, Gift of Donald Ellis Simon"
"","","Rebecca at the Well,","http://images.nortonsimon.org/viewer/index.php?id=F.1972.21.P","","","1838-1839","19-3/4 x 29-1/4 in. (50.2 x 74.3 cm)","","French","","Jean-Baptiste Camille Corot","The Norton Simon Foundation"
"","","Farm Building at Bois-Guillaume, near Rouen,","http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.88.P","","","c. 1823-1824","10 x 13 in. (25.3 x 33 cm)","","French","","Jean-Baptiste Camille Corot","Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon"
"","","Blossom Cameo,","http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.157","","","1965","Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image 12 1/2 x 10 3/8 in. (31.72 x 26.35 cm.)","","American","","Steven Cortright","Norton Simon Museum, Anonymous Gift, 1966"
"","","Blossom,","http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.156","","","1965","Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image: 12 x 9 1/2 in. (30.48 x 24.13 cm.)","","American","","Steven Cortright","Norton Simon Museum, Anonymous Gift, 1966"
"","","Dancer with Tambourine,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.19.S","","","c.1885","11-1/8 x 9-1/16 x 6-5/8 in. (28.3 x 23.0 x 16.8 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Fourteen Stations of the Cross,","http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.302","","","1967","Paper: 22 x 15 in (55.9 x 38.1 cm)","","American","","Robert Cremean","Norton Simon Museum, Anonymous Gift, 1969"
"","","Dancer Rubbing Her Knee,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.26.S","","","1885-90","12-1/4 x 6-1/4 x 4 in. (31.1 x 10.2 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Ready to Dance, the Right Foot Forward,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.35.S","","","c. 1885","22-1/2 x 12-3/4 x 8-5/8 in. (57.2 x 32.4 x 22.0 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Putting on Her Stocking,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.13.S","","","1896-1911","18-5/8 x 13-3/8 x 5-1/2 in. (47.4 x 34.0 x 14.0 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Dancer Putting on Her Stocking,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.12.S","","","1896-1911","17 x 12-11/16 x 4-15/16 in. (43.2 x 32.2 x 12.5 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
"","","Draught Horse,","http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.43.S","","","1881-90","4-1/16 x 7-1/2 x 2-3/8 in. (10.3 x 19 x 6 cm)","","French","","Edgar Degas","Norton Simon Art Foundation"
