" name"," foot"," position"," height"
" Anders Lindegaard"," Right"," GK"," 193"
" Chris Millar"," Right"," M"," 175"
" Martin Lanig"," Right"," M"," 190"
" Rubinho"," Right"," GK"," 186"
" Fabinho"," Right"," M"," 186"
" Fabrício"," Right"," M"," 180"
" Anderson"," Right"," D"," 186"
" Renato Abreu"," Left"," M"," 183"
" Kléber"," Left"," D"," 177"
" Marc Planus"," Right"," D"," 180"
" Michael Liendl"," Left"," M"," 175"
" Damien Perquis"," Right"," D"," 184"
" David Suarez"," Right"," A"," 184"
" Carlos Alberto"," Right"," M"," 178"
" Junior Cesar"," Left"," D"," 166"
" Rodolfo"," Left"," D"," 183"
" Diego"," Right"," GK"," 186"
" Cássio"," Left"," D"," 168"
" Andrezinho"," Right"," M"," 178"
" Jônatas"," Right"," M"," 181"
" Fábio"," Right"," GK"," 188"
" Jefferson"," Left"," GK"," 187"
" Daniel"," Left"," M"," 180"
" Cicinho"," Right"," D"," 172"
" André Luiz"," Right"," D"," 185"
" Fábio Júnior"," Right"," A"," 186"
" Gomes"," Right"," GK"," 191"
" Eric Marester"," Right"," D"," 172"
" Maicon"," Right"," D"," 184"
" Edu Dracena"," Right"," D"," 186"
" Artur Moraes"," Right"," GK"," 192"
" Deivid"," Right"," A"," 180"
" Mota"," Left"," A"," 177"
" Cris"," Right"," D"," 183"
" Dagoberto"," Right"," A"," 175"
" Gilberto"," Left"," D"," 180"
" Tinga"," Right"," M"," 170"
" Adriano"," Right"," D"," 180"
" Gabriel Tamaş"," Right"," D"," 188"
" Nilmar"," Right"," A"," 180"
" Daniel Carvalho"," Left"," M"," 178"
" Thomas Sørensen"," Right"," GK"," 196"
" Pablo Ibáñez"," Right"," D"," 192"
" Pablo García"," Left"," M"," 186"
" Ayoze"," Left"," D"," 175"
" Veljko Paunovic"," Right"," M"," 184"
" Sergio García"," Right"," A"," 175"
" Francisco Palencia"," Right"," A"," 171"
" Ricardo"," Left"," GK"," 187"
" Rivera"," Right"," M"," 170"
" Alexis"," Right"," D"," 183"
" Geijo"," Right"," A"," 184"
" David García"," Left"," D"," 178"
" Mainz"," Right"," D"," 187"
" Iriney"," Right"," M"," 179"
" Tote"," Left"," A"," 177"
" Juanlu"," Left"," A"," 172"
" Anthony Réveillère"," Right"," D"," 180"
" Héctor Font"," Right"," M"," 170"
" Marcos Senna"," Right"," M"," 177"
" Gerard"," Right"," D"," 184"
" Andy Gray"," Right"," A"," 185"
" Simon Francis"," Right"," D"," 191"
" Killian Overmeire"," Right"," M"," 188"
" Tore André Flo"," Right"," A"," 193"
" Luís Alberto"," Right"," M"," 183"
" Jonas Ivens"," Right"," D"," 188"
" Wes Morgan"," Left"," D"," 185"
" Gregor Robertson"," Left"," D"," 183"
" Stefan Reisinger"," Right"," A"," 185"
" Júlio Sérgio"," Right"," GK"," 187"
" Alex"," Right"," D"," 189"
" Pereira"," Right"," D"," 188"
" Elano"," Right"," M"," 174"
" Diego"," Right"," M"," 173"
" Robinho"," Right"," A"," 172"
" Marcelo Mattos"," Right"," M"," 179"
" Marcinho"," Right"," A"," 171"
" Léo Moura"," Right"," D"," 176"
" Fábio Simplício"," Right"," M"," 173"
" Julio Baptista"," Right"," A"," 185"
" Luís Fabiano"," Right"," A"," 183"
" Tom Muyters"," Left"," GK"," 187"
" Han Jae Woong"," Right"," A"," 178"
" Choi Won Kwon"," Right"," D"," 176"
" Jeong Shung Hoon"," Right"," A"," 187"
" Kim Gi Dong"," Right"," M"," 171"
" Jo Gook Jung"," Right"," A"," 185"
" Lee Jong Min"," Right"," D"," 174"
" Son Seung Jun"," Right"," D"," 186"
" Hyun Young Min"," Right"," D"," 179"
" Choi Hyun"," Right"," GK"," 192"
" Choi Tae Uk"," Right"," A"," 173"
" Park Yong Ho"," Right"," D"," 183"
" Kim Dong Jin"," Left"," D"," 183"
" Cho Sung Hwan"," Right"," D"," 183"
" Namkung Do"," Right"," A"," 186"
" Namkung Woong"," Right"," A"," 184"
" Lee Dong Gook"," Right"," A"," 185"
" Ko Chang Hyun"," Right"," M"," 171"
" Kim Byung Ji"," Right"," GK"," 184"
" Kim Yong Dae"," Right"," GK"," 189"
" Kim Chi Gon"," Left"," D"," 183"
" Josh Wolff"," Left"," A"," 173"
" Kim Young Kwang"," Right"," GK"," 184"
" Khalid Boulahrouz"," Right"," D"," 183"
" Jason Oost"," Right"," A"," 184"
" Joost Broerse"," Left"," M"," 184"
" Martin Jørgensen"," Left"," M"," 179"
" Ramon Zomer"," Left"," D"," 184"
" Bogdan Lobonţ"," Right"," GK"," 185"
" Denis Berger"," Left"," M"," 181"
" Andrew Johnson"," Right"," A"," 170"
" Sérgio Pinto"," Right"," M"," 176"
" Gábor Gyepes"," Left"," D"," 191"
" Szabolcs Huszti"," Left"," M"," 173"
" Zoltán Gera"," Right"," M"," 183"
" Stijn Schaars"," Left"," M"," 178"
" Michaël Ciani"," Right"," D"," 189"
" Marek Mintál"," Right"," A"," 183"
" Francesco Antonioli"," Right"," GK"," 187"
" Paolo Acerbis"," Right"," GK"," 202"
" Giuseppe Biava"," Right"," D"," 180"
" Riccardo Colombo"," Right"," M"," 183"
" Edoardo Gorini"," Right"," D"," 186"
" Cristian Raimondi"," Right"," D"," 182"
" Pierre Regonesi"," Left"," D"," 186"
" Alessandro Budel"," Right"," M"," 182"
" Marco Amelia"," Right"," GK"," 190"
" Brian Carroll"," Right"," M"," 178"
" Daniele Portanova"," Right"," D"," 185"
" Salvatore Aronica"," Left"," D"," 181"
" Andrea Barzagli"," Right"," D"," 186"
" Franco Brienza"," Left"," A"," 171"
" Salvatore Bruno"," Right"," A"," 183"
" Walter Bressan"," Right"," GK"," 185"
" Paolo Bianco"," Right"," D"," 184"
" Matteo Centurioni"," Right"," D"," 190"
" Pasquale Foggia"," Left"," M"," 167"
" Francesco Parravicini"," Right"," M"," 175"
" Gianluca Grava"," Right"," D"," 172"
" Massimo Paci"," Right"," D"," 190"
" Domenico Giampá"," Right"," M"," 168"
" Houssine Kharja"," Right"," M"," 180"
" Dominik Reinhardt"," Right"," D"," 188"
" Stefan Kießling"," Right"," A"," 191"
" Ricardo Clark"," Right"," M"," 178"
" Paul Boertien"," Left"," D"," 178"
" Mike Magee"," Right"," M"," 175"
" Eddie Gaven"," Right"," M"," 183"
" Shalrie Joseph"," Right"," M"," 191"
" Pat Noonan"," Right"," A"," 183"
" Lionel Cappone"," Right"," GK"," 182"
" John Terry"," Right"," D"," 187"
" Arnaud Maire"," Right"," D"," 181"
" David Sauget"," Right"," D"," 175"
" Éric Mouloungui"," Left"," A"," 186"
" Daniel Baier"," Right"," M"," 175"
" Christophe Lepoint"," Right"," M"," 189"
" Giampaolo Pazzini"," Right"," A"," 180"
" Jiayi Shao"," Left"," M"," 188"
" Biagio Pagano"," Right"," M"," 180"
" Massimo Gobbi"," Left"," D"," 183"
" Alessandro Gazzi"," Right"," M"," 179"
" Mattia Cassani"," Right"," D"," 184"
" Alan Smith"," Right"," M"," 178"
" Papa Waigo"," Right"," A"," 185"
" Daniele Gastaldello"," Right"," D"," 185"
" Luca Antonini"," Right"," D"," 182"
" Matteo Paro"," Left"," M"," 179"
" Steven Gerrard"," Right"," M"," 183"
" Thomas Job"," Right"," M"," 170"
" Maurizio Lanzaro"," Right"," D"," 183"
" Giulio Migliaccio"," Right"," M"," 178"
" Jan-Ingwer Callsen-Bracker"," Right"," M"," 187"
" Souleymane Diamoutene"," Right"," D"," 184"
" Alessandro Rosina"," Left"," M"," 168"
" Jürgen Gjasula"," Right"," M"," 186"
" Oliver Schröder"," Right"," M"," 183"
" Erminio Rullo"," Left"," D"," 179"
" Simone Loria"," Right"," D"," 186"
" Obafemi Martins"," Left"," A"," 170"
" Brian Wilson"," Right"," D"," 178"
" Goran Pandev"," Left"," A"," 184"
" Chris Iwelumo"," Right"," A"," 191"
" Arnold Kruiswijk"," Left"," D"," 187"
" Alexander Huber"," Right"," D"," 174"
" Michele Pazienza"," Right"," M"," 178"
" Torsten Mattuschka"," Right"," M"," 186"
" Danko Lazović"," Right"," A"," 184"
" Georgios Samaras"," Right"," A"," 193"
" Boy Waterman"," Left"," GK"," 188"
" Christian Eigler"," Right"," A"," 185"
" Goitia"," Right"," GK"," 188"
" Stephen McPhail"," Left"," M"," 173"
" Gary Teale"," Right"," M"," 175"
" Dario Kresic"," Right"," GK"," 195"
" Alexander Bugera"," Left"," D"," 180"
" Jan Glinker"," Right"," GK"," 187"
" Peter Odemwingie"," Right"," A"," 182"
" Michel Vorm"," Right"," GK"," 183"
" Bas van den Brink"," Right"," D"," 188"
" Anouar Hadouir"," Right"," M"," 173"
" Jeroen Verhoeven"," Right"," GK"," 197"
" Karim Bridji"," Right"," M"," 173"
" Martin Stoll"," Right"," D"," 187"
" Florian Dick"," Right"," D"," 184"
" Necat Aygün"," Right"," D"," 190"
" Francesco Benussi"," Right"," GK"," 188"
" Simone Rizzato"," Left"," M"," 174"
" Kossi Agassa"," Right"," GK"," 190"
" Domenico Maietta"," Right"," D"," 185"
" Glen Johnson"," Right"," D"," 182"
" Robert Huth"," Right"," D"," 191"
" Valerio Di Cesare"," Left"," D"," 187"
" Marcos"," Right"," GK"," 193"
" Vágner Love"," Right"," A"," 173"
" Thiago Gentil"," Left"," M"," 180"
" Elson"," Left"," M"," 172"
" Lúcio"," Left"," D"," 176"
" Diego Cavalieri"," Left"," GK"," 191"
" Marco Storari"," Right"," GK"," 187"
" Landry Bonnefoi"," Right"," GK"," 184"
" Alessandro Parisi"," Left"," D"," 184"
" Christian Stuff"," Right"," D"," 199"
" Yann Jouffre"," Right"," M"," 175"
" Marcel Eger"," Right"," D"," 191"
" Jordan Lotiès"," Right"," D"," 190"
" Gennaro Bracigliano"," Right"," GK"," 183"
" Thomas Burgstaller"," Left"," D"," 192"
" Roman Kienast"," Right"," A"," 191"
" Nat Borchers"," Right"," D"," 189"
" Ludovic Obraniak"," Left"," M"," 174"
" Shavar Thomas"," Right"," D"," 185"
" Pape Malikou Diakhaté"," Right"," D"," 184"
" Nicky Hunt"," Right"," D"," 185"
" Jesper Jørgensen"," Right"," M"," 185"
" Taylor Graham"," Right"," D"," 193"
" Jack Jewsbury"," Right"," M"," 183"
" Bruno Alves"," Right"," D"," 189"
" Esteban Cambiasso"," Left"," M"," 177"
" György Garics"," Right"," D"," 183"
" Krzysztof Bąk"," Right"," D"," 188"
" John Welsh"," Right"," M"," 170"
" Darren Potter"," Right"," M"," 185"
" Jon Otsemobor"," Right"," D"," 178"
" Zak Whitbread"," Left"," D"," 188"
" Herculez Gomez"," Right"," A"," 178"
" Jamal Campbell-Ryce"," Right"," M"," 170"
" Michael Turner"," Right"," D"," 193"
" Stacy Long"," Right"," M"," 173"
" Lloyd Sam"," Right"," A"," 173"
" Joey Barton"," Right"," M"," 180"
" Russell Anderson"," Right"," D"," 180"
" Darren Mackie"," Right"," A"," 175"
" Chris Clark"," Left"," M"," 173"
" Kevin Rutkiewicz"," Left"," D"," 185"
" Ryan Esson"," Right"," GK"," 185"
" Zander Diamond"," Right"," D"," 189"
" Richard Foster"," Right"," D"," 176"
" Lloyd Dyer"," Left"," A"," 173"
" Tamika Mkandawire"," Right"," D"," 183"
" Arron Davies"," Right"," M"," 175"
" Chris Baird"," Right"," D"," 179"
" Josh Saunders"," Right"," GK"," 193"
" Roger Levesque"," Right"," A"," 188"
" Todd Dunivant"," Left"," D"," 183"
" Brian Ching"," Right"," A"," 183"
" Arturo Alvarez"," Left"," M"," 175"
" Mounir El Hamdaoui"," Right"," A"," 183"
" Brett Holman"," Right"," A"," 176"
" Gino Coutinho"," Right"," GK"," 180"
" Patrick McCarthy"," Right"," D"," 185"
" Nadjim Abdou"," Right"," M"," 180"
" Kees Kwakman"," Left"," D"," 187"
" Sebastian Olszar"," Right"," A"," 180"
" Christian Thonhofer"," Right"," D"," 177"
" Marc Janko"," Left"," A"," 196"
" David Fox"," Right"," M"," 175"
" James Milner"," Right"," M"," 176"
" Matthew Kilgallon"," Left"," D"," 188"
" Arnaud Bühler"," Left"," D"," 187"
" Andy Whing"," Right"," D"," 183"
" Gary McSheffrey"," Left"," A"," 173"
" Chris Kirkland"," Right"," GK"," 191"
" Jonathan Walters"," Right"," A"," 183"
" Diego Lugano"," Right"," D"," 188"
" Kaká"," Right"," M"," 186"
" Ricardinho"," Left"," M"," 176"
" Souza"," Right"," M"," 173"
" Gabriel"," Right"," D"," 171"
" Diego Tardelli"," Right"," A"," 179"
" Kléber"," Right"," A"," 173"
" Roman Hubník"," Right"," D"," 192"
" Gonçalo Brandão"," Left"," D"," 182"
" Ruben Amorim"," Right"," M"," 180"
" David Rozehnal"," Right"," D"," 191"
" João Paulo"," Right"," D"," 182"
" Amaya"," Left"," D"," 192"
" Vladan Kujovic"," Right"," GK"," 185"
" Roel Brouwers"," Right"," D"," 192"
" Ken Leemans"," Right"," M"," 186"
" Ahmed Ammi"," Right"," D"," 179"
" David van Zanten"," Right"," D"," 178"
" Babacar Guèye"," Left"," A"," 186"
" Niels Wellenberg"," Right"," D"," 179"
" Demy de Zeeuw"," Right"," M"," 176"
" Danny Buijs"," Right"," M"," 182"
" Alberto Aguilar"," Right"," M"," 184"
" Perico"," Left"," M"," 178"
" Paco Esteban"," Right"," A"," 182"
" José Luis Acciari"," Right"," M"," 182"
" Guirane N'Daw"," Left"," M"," 190"
" Jean-Pascal Mignot"," Left"," D"," 183"
" Benjani"," Right"," A"," 188"
" Hassan Yebda"," Right"," M"," 187"
" James McEveley"," Left"," D"," 183"
" Leandre Griffit"," Right"," M"," 172"
" Yoann Folly"," Right"," M"," 175"
" Almen Abdi"," Right"," M"," 182"
" Blerim Džemaili"," Right"," M"," 179"
" Andrés D'Alessandro"," Left"," M"," 174"
" Diego"," Left"," GK"," 188"
" Stéphen Drouin"," Right"," D"," 186"
" Emerse Faé"," Right"," M"," 174"
" Chris O'Grady"," Right"," A"," 191"
" Billy Jones"," Right"," D"," 180"
" Joleon Lescott"," Left"," D"," 188"
" Kasper Risgård"," Right"," M"," 183"
" Stéphane Dumont"," Right"," M"," 183"
" Darren Fletcher"," Right"," M"," 184"
" Daniel Nardiello"," Right"," A"," 180"
" Kieran Richardson"," Left"," M"," 175"
" Ben Williams"," Right"," GK"," 188"
" Fernando Cavenaghi"," Right"," A"," 181"
" Rickie Lambert"," Right"," A"," 188"
" Germán Lux"," Right"," GK"," 186"
" Maxi López"," Right"," A"," 188"
" Alejandro Domínguez"," Right"," A"," 175"
" Dean Brill"," Right"," GK"," 188"
" Danny Whitaker"," Right"," M"," 178"
" Dean Lewington"," Left"," D"," 180"
" Nigel Reo-Coker"," Right"," M"," 175"
" Lino"," Left"," D"," 185"
" Davide Moscardelli"," Left"," A"," 185"
" Pietro Accardi"," Left"," D"," 176"
" Matteo Contini"," Left"," D"," 184"
" Daniele Di Donato"," Right"," M"," 173"
" Michele Ferri"," Left"," D"," 182"
" Evans Soligo"," Right"," M"," 176"
" Titus Bramble"," Right"," D"," 185"
" Christian Terlizzi"," Right"," D"," 194"
" Luca Rigoni"," Right"," M"," 185"
" Roberto Vitiello"," Right"," D"," 177"
" Matteo Abbate"," Right"," D"," 184"
" Cristian Bertani"," Right"," A"," 171"
" Ayodele Stephen Makinwa"," Right"," A"," 186"
" Davide Succi"," Right"," A"," 184"
" Bryan Bergougnoux"," Right"," M"," 178"
" Julien Viale"," Right"," A"," 180"
" Antolín Alcaraz"," Right"," D"," 187"
" Giorgio Chiellini"," Left"," D"," 186"
" Maurizio Ciaramitaro"," Right"," M"," 180"
" Tomas Danilevicius"," Right"," A"," 190"
" Nicola Pavarini"," Right"," GK"," 188"
" Marc Pfertzel"," Right"," D"," 182"
" Pável Pardo"," Right"," M"," 174"
" Sebastián Abreu"," Left"," A"," 193"
" Álvaro Ortíz"," Right"," D"," 178"
" Oswaldo Sánchez"," Right"," GK"," 184"
" Manuel de la Torre"," Left"," D"," 170"
" Israel López"," Right"," M"," 166"
" Israel Castro"," Right"," M"," 176"
" Ismael Íñiguez"," Right"," A"," 168"
" Luke Oliver"," Right"," D"," 200"
" Sebastián Battaglia"," Right"," M"," 180"
" Nicolás Burdisso"," Right"," D"," 182"
" Rolando Schiavi"," Right"," D"," 192"
" Clemente Rodríguez"," Left"," D"," 167"
" Wilfredo Caballero"," Right"," GK"," 186"
" Leonardo Ponzio"," Right"," M"," 178"
" Nani"," Right"," A"," 175"
" Manuel José"," Right"," A"," 174"
" João Tomás"," Right"," A"," 188"
" Kwak Hee Ju"," Right"," D"," 184"
" Helton"," Right"," GK"," 189"
" Paulo Assunção"," Right"," M"," 174"
" Paul Robinson"," Right"," GK"," 193"
" Fabrizio Zambrella"," Right"," M"," 182"
" Anthony Favre"," Right"," GK"," 194"
" Juan de Dios Ibarra"," Right"," GK"," 183"
" Walter Erviti"," Left"," M"," 170"
" Luis Pérez"," Right"," M"," 170"
" Brian Howard"," Left"," M"," 173"
" Héctor Reynoso"," Right"," D"," 184"
" Luis Michel"," Right"," GK"," 178"
" Rafael Medina"," Right"," D"," 177"
" Clinton Morrison"," Right"," A"," 178"
" Alberto Medina"," Right"," A"," 172"
" Omar Bravo"," Right"," A"," 169"
" Isaac Romo"," Right"," A"," 191"
" Miguel Sabah"," Right"," A"," 175"
" Carlos Salcido"," Left"," D"," 176"
" Fabián Vargas"," Right"," M"," 178"
" André Amougou"," Right"," D"," 183"
" Lucien Aubey"," Left"," D"," 181"
" Davide Callà"," Right"," M"," 175"
" Boštjan Cesar"," Left"," D"," 191"
" David Nugent"," Right"," A"," 181"
" Erik Nevland"," Right"," A"," 177"
" Terry Dunfield"," Right"," M"," 170"
" Tom Kennedy"," Left"," D"," 180"
" Markus Böcskör"," Right"," GK"," 184"
" Christian Fuchs"," Left"," D"," 186"
" Ricky Ravenhill"," Right"," M"," 178"
" Jonathan Stead"," Right"," A"," 191"
" Kevin Foley"," Right"," D"," 183"
" Neil Austin"," Right"," D"," 178"
" Rory Fallon"," Right"," A"," 188"
" Antony Kay"," Right"," M"," 180"
" Gary Jones"," Right"," M"," 178"
" Robbie Williams"," Left"," D"," 178"
" Jason Shackell"," Left"," D"," 193"
" No Byung Jun"," Right"," A"," 177"
" Anderson Polga"," Right"," D"," 183"
" Hong Soon Hak"," Right"," M"," 179"
" Park Jong Jin"," Right"," D"," 170"
" Kim Jung Woo"," Right"," A"," 183"
" Chung Kyung Ho"," Right"," A"," 179"
" Park Jae Hong"," Left"," D"," 184"
" Kim Sang Sik"," Right"," M"," 184"
" Oh Seung Bum"," Right"," M"," 174"
" Park Ho Jin"," Right"," GK"," 190"
" Ian Evatt"," Right"," D"," 191"
" Caleb Folan"," Right"," A"," 188"
" Alan Connell"," Right"," A"," 180"
" Matt Harrold"," Right"," A"," 185"
" Pat Baldwin"," Right"," D"," 183"
" Greg Halford"," Right"," D"," 194"
" Dean Gerken"," Right"," GK"," 183"
" Gareth Ainsworth"," Right"," M"," 178"
" Marcus Bean"," Right"," M"," 180"
" Dennis Oli"," Right"," A"," 183"
" Francisco Torres"," Right"," M"," 171"
" Jin Kyung Sun"," Left"," M"," 178"
" Choi Eun Sung"," Right"," GK"," 184"
" Kevin McKenna"," Right"," D"," 190"
" Patrick Kisnorbo"," Right"," D"," 185"
" Alan Hutton"," Right"," D"," 185"
" Jason Scotland"," Right"," A"," 173"
" Graeme Smith"," Right"," GK"," 188"
" Gary McDonald"," Right"," M"," 185"
" Jamie McAllister"," Left"," D"," 178"
" Jon-Paul McGovern"," Right"," M"," 173"
" James McPake"," Right"," D"," 189"
" Cédric Berthelin"," Right"," GK"," 194"
" Alessandro Cordaro"," Right"," M"," 169"
" Javi Guerra"," Right"," A"," 179"
" Craig Conway"," Right"," M"," 170"
" David Proctor"," Right"," D"," 183"
" John Sutton"," Right"," A"," 188"
" John Rankin"," Left"," M"," 173"
" Federico Marchetti"," Left"," GK"," 190"
" Giovanni Marchese"," Left"," D"," 182"
" Jos Hooiveld"," Left"," D"," 191"
" Dmitriy Sychev"," Right"," A"," 176"
" Evgeniy Aldonin"," Right"," M"," 179"
" Vincent Kompany"," Right"," D"," 192"
" Goran Lovre"," Right"," M"," 189"
" Frank Boeckx"," Right"," GK"," 183"
" Tom Van Imschoot"," Left"," M"," 180"
" Mohamed Messoudi"," Right"," M"," 178"
" Mark Paston"," Right"," GK"," 194"
" David Clarkson"," Right"," A"," 178"
" Emmerik De Vriese"," Left"," M"," 180"
" Bolívar"," Right"," D"," 185"
" Kenny Thompson"," Left"," D"," 183"
" Sherjill MacDonald"," Right"," A"," 184"
" Sean St. Ledger"," Right"," D"," 181"
" Neil Mellor"," Right"," A"," 184"
" Karim Djellabi"," Left"," D"," 170"
" Carl Medjani"," Right"," D"," 183"
" Andreas Johansson"," Right"," M"," 179"
" Michel Bastos"," Left"," M"," 179"
" Jérémy Morel"," Left"," D"," 172"
" Joris Marveaux"," Right"," M"," 178"
" Zbigniew Małkowski"," Right"," GK"," 188"
" Glenn Loovens"," Left"," D"," 187"
" Wesley Sneijder"," Right"," M"," 170"
" Mark-Jan Fledderus"," Left"," M"," 178"
" Felipe Baloy"," Right"," D"," 186"
" Vincent Enyeama"," Right"," GK"," 180"
" Ibra Kébé"," Left"," M"," 185"
" Morais"," Right"," M"," 175"
" Óscar Pérez"," Right"," GK"," 173"
" Melvin Brown"," Right"," D"," 175"
" Ricardo Osorio"," Right"," D"," 173"
" Juan Pablo Rodríguez"," Right"," M"," 167"
" Gary Mason"," Left"," M"," 173"
" Du Ri Cha"," Right"," D"," 181"
" Michael Nelson"," Right"," D"," 188"
" Bruno Moraes"," Right"," A"," 180"
" Kevin Thomson"," Left"," M"," 180"
" Aldo De Nigris"," Right"," A"," 184"
" Sinha"," Right"," M"," 164"
" Vicente Sánchez"," Left"," A"," 170"
" Amaury Ponce"," Right"," D"," 179"
" Miguel Almazán"," Right"," D"," 179"
" Marvin Cabrera"," Right"," D"," 173"
" Juan Carlos Cacho"," Right"," A"," 178"
" Aarón Galindo"," Right"," D"," 182"
" Yosgart Gutiérrez"," Right"," GK"," 187"
" Mario Ortiz"," Right"," A"," 179"
