" Shirt Name"," Date of Birth"," Last Name"," First Name"," FIFA Display Name","Country"," Height"," #"," Position"," Club"," Club Country"
" EGGIMANN"," 24 Jan 1981"," EGGIMANN"," Mario"," Mario EGGIMANN","Switzerland"," 184"," 22"," Defender"," Hannover 96"," GER"
" SHAQIRI"," 10 Oct 1991"," SHAQIRI"," Xherdan"," Xherdan SHAQIRI","Switzerland"," 169"," 23"," Midfielder"," Basel"," SUI"
" MUSLERA"," 16 Jun 1986"," MUSLERA MICOL"," Nestor Fernando"," Fernando MUSLERA","Uruguay"," 190"," 1"," Goalkeeper"," Lazio"," ITA"
" LUGANO"," 02 Nov 1980"," LUGANO MORENO"," Diego Alfredo"," Diego LUGANO","Uruguay"," 188"," 2"," Defender"," Fenerbahce"," TUR"
" GODIN"," 16 Feb 1986"," GODIN LEAL"," Diego Roberto"," Diego GODIN","Uruguay"," 185"," 3"," Defender"," Villarreal"," ESP"
" FUCILE"," 19 Nov 1984"," FUCILE PERDOMO"," Jorge Ciro"," Jorge FUCILE","Uruguay"," 177"," 4"," Defender"," Porto"," POR"
" GARGANO"," 23 Jul 1984"," GARGANO GUEVARA"," Walter Alejandro"," Walter GARGANO","Uruguay"," 168"," 5"," Midfielder"," Napoli"," ITA"
" VICTORINO"," 11 Oct 1982"," VICTORINO DANSILIO"," Mauricio Bernardo"," Mauricio VICTORINO","Uruguay"," 182"," 6"," Defender"," Univ. de Chile"," CHI"
" CAVANI"," 14 Feb 1987"," CAVANI GOMEZ"," Edinson Roberto"," Edinson CAVANI","Uruguay"," 188"," 7"," Forward"," Palermo"," ITA"
" EGUREN"," 08 Jan 1981"," EGUREN LEDESMA"," Sebastian"," Sebastian EGUREN","Uruguay"," 186"," 8"," Midfielder"," AIK Stockholm"," SWE"
" SUAREZ"," 24 Jan 1987"," SUAREZ DIAZ"," Luis Alberto"," Luis SUAREZ","Uruguay"," 181"," 9"," Forward"," Ajax"," NED"
" FORLAN"," 19 May 1979"," FORLÁN CORAZO"," Diego"," Diego FORLAN","Uruguay"," 181"," 10"," Forward"," Atletico Madrid"," ESP"
" A.PEREIRA"," 28 Nov 1985"," PEREIRA BARRAGAN"," Alvaro Daniel"," Alvaro PEREIRA","Uruguay"," 182"," 11"," Midfielder"," Porto"," POR"
" CASTILLO"," 17 Apr 1978"," CASTILLO IRIART"," Juan Guillermo"," Juan CASTILLO","Uruguay"," 181"," 12"," Goalkeeper"," Deportivo Cali"," COL"
" W.S.ABREU.G"," 17 Oct 1976"," ABREU GALLO"," Washington Sebastian"," Sebastian ABREU","Uruguay"," 193"," 13"," Forward"," Botafogo"," BRA"
" LODEIRO"," 21 Mar 1989"," LODEIRO BENITEZ"," Marcelo Nicolas"," Nicolas LODEIRO","Uruguay"," 173"," 14"," Midfielder"," Ajax"," NED"
" PEREZ"," 18 May 1980"," PEREZ AGUADO"," Diego Fernando"," Diego PEREZ","Uruguay"," 176"," 15"," Midfielder"," Monaco"," FRA"
" M.PEREIRA"," 08 Jun 1984"," PEREIRA PAEZ"," Victorio Maximiliano"," Maximiliano PEREIRA","Uruguay"," 173"," 16"," Defender"," Benfica"," POR"
" AREVALO RIOS"," 01 Jan 1982"," AREVALO RIOS"," Egidio Raul"," Egidio AREVALO","Uruguay"," 168"," 17"," Midfielder"," Penarol"," URU"
" I.GONZALEZ"," 14 May 1982"," GONZALEZ GATTI"," Ignacio Maria"," Ignacio GONZALEZ","Uruguay"," 180"," 18"," Midfielder"," Valencia"," ESP"
" SCOTTI"," 14 Dec 1975"," SCOTTI PONCE DE LEON"," Andres"," Andres SCOTTI","Uruguay"," 183"," 19"," Defender"," Colo Colo"," CHI"
" FERNANDEZ"," 11 Oct 1985"," FERNANDEZ GAY"," Alvaro A."," Alvaro FERNANDEZ","Uruguay"," 185"," 20"," Midfielder"," Univ. de Chile"," CHI"
" S.FERNANDEZ"," 23 May 1985"," FERNANDEZ MIGLIERINA"," Sebastián Bruno"," Sebastian FERNANDEZ","Uruguay"," 167"," 21"," Forward"," Banfield"," ARG"
" CACERES"," 07 Apr 1987"," CACERES SILVA"," José Martín"," Martin CACERES","Uruguay"," 178"," 22"," Defender"," Juventus"," ITA"
" SILVA"," 25 Mar 1983"," SILVA LEITES"," Martin Andres"," Martin SILVA","Uruguay"," 187"," 23"," Goalkeeper"," Defensor Sporting"," URU"
" HOWARD"," 06 Mar 1979"," HOWARD"," Timothy Matthew"," Tim HOWARD","USA"," 187"," 1"," Goalkeeper"," Everton"," ENG"
" SPECTOR"," 01 Mar 1986"," SPECTOR"," Jonathan Michael Paul"," Jonathan SPECTOR","USA"," 183"," 2"," Defender"," West Ham Utd."," ENG"
" BOCANEGRA"," 25 May 1979"," BOCANEGRA"," Carlos Manuel"," Carlos BOCANEGRA","USA"," 184"," 3"," Defender"," Rennes"," FRA"
" BRADLEY"," 31 Jul 1987"," BRADLEY"," Michael Sheehan"," Michael BRADLEY","USA"," 185"," 4"," Midfielder"," Borussia Moenchengladbach"," GER"
" ONYEWU"," 13 May 1982"," ONYEWU"," Oguchialu Chijioke"," Oguchi ONYEWU","USA"," 192"," 5"," Defender"," AC Milan"," ITA"
" CHERUNDOLO"," 19 Feb 1979"," CHERUNDOLO"," Steven Emil"," Steve CHERUNDOLO","USA"," 168"," 6"," Defender"," Hannover 96"," GER"
" BEASLEY"," 24 May 1982"," BEASLEY"," DaMarcus Lamont"," DaMarcus BEASLEY","USA"," 170"," 7"," Midfielder"," Rangers"," SCO"
" DEMPSEY"," 09 Mar 1983"," DEMPSEY"," Clinton"," Clint DEMPSEY","USA"," 185"," 8"," Midfielder"," Fulham"," ENG"
" GOMEZ"," 06 Apr 1982"," GOMEZ"," Herculez"," Herculez GOMEZ","USA"," 178"," 9"," Forward"," Puebla"," MEX"
" DONOVAN"," 04 Mar 1982"," DONOVAN"," Landon Timothy"," Landon DONOVAN","USA"," 173"," 10"," Midfielder"," Los Angeles Galaxy"," USA"
" HOLDEN"," 01 Aug 1985"," HOLDEN"," Stuart Alistair"," Stuart HOLDEN","USA"," 178"," 11"," Midfielder"," Bolton Wanderers"," ENG"
" BORNSTEIN"," 07 Nov 1984"," BORNSTEIN"," Jonathan Rey"," Jonathan BORNSTEIN","USA"," 175"," 12"," Defender"," Chivas USA"," USA"
" CLARK"," 10 Feb 1983"," CLARK"," Ricardo Anthony"," Ricardo CLARK","USA"," 178"," 13"," Midfielder"," Eintracht Frankfurt"," GER"
" BUDDLE"," 21 May 1981"," BUDDLE"," Edson Michael"," Edson BUDDLE","USA"," 185"," 14"," Forward"," Los Angeles Galaxy"," USA"
" DEMERIT"," 04 Dec 1979"," DE MERIT"," Jay Michael"," Jay DeMERIT","USA"," 180"," 15"," Defender"," Watford"," ENG"
" TORRES"," 29 Oct 1987"," TORRES MEZZELL"," Jose Francisco"," Francisco TORRES","USA"," 168"," 16"," Midfielder"," Pachuca"," MEX"
" ALTIDORE"," 06 Nov 1989"," ALTIDORE"," Josmer Volmy"," Jozy ALTIDORE","USA"," 185"," 17"," Forward"," Hull City"," ENG"
" GUZAN"," 09 Sep 1984"," GUZAN"," Bradley Edwin"," Brad GUZAN","USA"," 193"," 18"," Goalkeeper"," Aston Villa"," ENG"
" EDU"," 18 Apr 1986"," EDU"," Maurice"," Maurice EDU","USA"," 183"," 19"," Midfielder"," Rangers"," SCO"
" FINDLEY"," 04 Aug 1985"," FINDLEY"," Robert"," Robbie FINDLEY","USA"," 175"," 20"," Forward"," Real Salt Lake"," USA"
" GOODSON"," 17 May 1982"," GOODSON IV"," Clarence Edgar"," Clarence GOODSON","USA"," 193"," 21"," Defender"," IK Start"," NOR"
" FEILHABER"," 19 Jan 1985"," FEILHABER"," Benny"," Benny FEILHABER","USA"," 175"," 22"," Midfielder"," AGF Aarhus"," DEN"
" HAHNEMANN"," 15 Jun 1972"," HAHNEMANN"," Marcus"," Marcus HAHNEMANN","USA"," 192"," 23"," Goalkeeper"," Wolverhampton"," ENG"
